Id thuê,Ngày thuê,Id tài s?n,Id khách hàng,Ngày tr?,Id nhân viên,C?p nh?t cu?i cùng
468,5/27/2005,2656,101,6/4/2005,2,2/16/2006
469,5/27/2005,4463,154,6/5/2005,1,2/16/2006
470,5/27/2005,1613,504,6/4/2005,1,2/16/2006
471,5/27/2005,2872,209,5/31/2005,2,2/16/2006
472,5/27/2005,1338,528,5/29/2005,1,2/16/2006
473,5/27/2005,802,105,6/5/2005,1,2/16/2006
474,5/27/2005,1474,274,5/31/2005,1,2/16/2006
475,5/27/2005,2520,159,5/28/2005,1,2/16/2006
476,5/27/2005,2451,543,6/3/2005,1,2/16/2006
477,5/27/2005,2437,161,6/2/2005,2,2/16/2006
478,5/27/2005,424,557,5/31/2005,2,2/16/2006
479,5/27/2005,2060,231,6/5/2005,2,2/16/2006
480,5/27/2005,2108,220,6/4/2005,2,2/16/2006
481,5/27/2005,72,445,5/30/2005,2,2/16/2006
482,5/27/2005,4178,546,6/1/2005,2,2/16/2006
483,5/27/2005,1510,32,5/28/2005,1,2/16/2006
484,5/27/2005,3115,491,5/29/2005,2,2/16/2006
485,5/27/2005,2392,105,5/28/2005,2,2/16/2006
486,5/27/2005,1822,398,5/28/2005,1,2/16/2006
487,5/28/2005,3774,569,5/28/2005,2,2/16/2006
488,5/28/2005,393,168,6/3/2005,2,2/16/2006
489,5/28/2005,1940,476,5/31/2005,2,2/16/2006
490,5/28/2005,3524,95,5/30/2005,2,2/16/2006
491,5/28/2005,1326,196,5/29/2005,2,2/16/2006
492,5/28/2005,1999,228,5/28/2005,1,2/16/2006
493,5/28/2005,184,501,5/30/2005,1,2/16/2006
494,5/28/2005,1850,64,6/2/2005,1,2/16/2006
495,5/28/2005,1007,526,5/29/2005,1,2/16/2006
496,5/28/2005,1785,56,6/4/2005,1,2/16/2006
497,5/28/2005,2636,20,6/3/2005,2,2/16/2006
498,5/28/2005,458,287,5/30/2005,2,2/16/2006
499,5/28/2005,2381,199,6/5/2005,2,2/16/2006
500,5/28/2005,4500,145,5/31/2005,1,2/16/2006
501,5/28/2005,601,162,5/30/2005,2,2/16/2006
502,5/28/2005,3131,179,5/31/2005,2,2/16/2006
503,5/28/2005,3005,288,5/28/2005,2,2/16/2006
504,5/28/2005,2086,170,5/30/2005,1,2/16/2006
505,5/28/2005,71,111,5/29/2005,1,2/16/2006
506,5/28/2005,667,469,6/5/2005,1,2/16/2006
507,5/28/2005,3621,421,6/2/2005,2,2/16/2006
508,5/28/2005,4179,434,6/5/2005,1,2/16/2006
509,5/28/2005,3416,147,5/31/2005,1,2/16/2006
510,5/28/2005,4338,113,5/30/2005,2,2/16/2006
511,5/28/2005,3827,296,6/3/2005,1,2/16/2006
512,5/28/2005,2176,231,6/5/2005,2,2/16/2006
513,5/28/2005,225,489,5/29/2005,1,2/16/2006
514,5/28/2005,1697,597,6/5/2005,2,2/16/2006
515,5/28/2005,3369,110,6/4/2005,2,2/16/2006
516,5/28/2005,4357,400,6/4/2005,1,2/16/2006
517,5/28/2005,234,403,5/29/2005,1,2/16/2006
518,5/28/2005,4087,480,5/30/2005,1,2/16/2006
519,5/28/2005,3564,245,6/3/2005,1,2/16/2006
520,5/28/2005,3845,161,6/4/2005,1,2/16/2006
521,5/28/2005,2397,374,5/28/2005,1,2/16/2006
522,5/28/2005,3195,382,5/31/2005,1,2/16/2006
523,5/28/2005,1905,138,5/31/2005,2,2/16/2006
524,5/28/2005,1962,223,5/31/2005,1,2/16/2006
525,5/28/2005,1817,14,6/6/2005,1,2/16/2006
526,5/28/2005,1387,408,5/30/2005,1,2/16/2006
527,5/28/2005,266,169,6/2/2005,1,2/16/2006
528,5/28/2005,1655,359,6/3/2005,2,2/16/2006
529,5/28/2005,2624,469,5/30/2005,1,2/16/2006
530,5/28/2005,3332,312,6/1/2005,2,2/16/2006
531,5/28/2005,1113,589,5/29/2005,2,2/16/2006
532,5/28/2005,2793,120,6/2/2005,1,2/16/2006
533,5/28/2005,4306,528,6/1/2005,2,2/16/2006
534,5/28/2005,992,184,6/6/2005,1,2/16/2006
535,5/28/2005,4209,307,5/31/2005,1,2/16/2006
536,5/28/2005,2962,514,6/3/2005,2,2/16/2006
537,5/28/2005,3095,315,6/5/2005,2,2/16/2006
538,5/28/2005,2262,110,6/2/2005,2,2/16/2006
539,5/28/2005,3427,161,5/30/2005,1,2/16/2006
540,5/28/2005,3321,119,6/6/2005,1,2/16/2006
541,5/28/2005,1662,535,6/2/2005,2,2/16/2006
542,5/28/2005,4444,261,6/3/2005,1,2/16/2006
543,5/28/2005,530,493,6/6/2005,2,2/16/2006
544,5/28/2005,2964,311,6/6/2005,1,2/16/2006
545,5/28/2005,1086,54,6/4/2005,2,2/16/2006
546,5/28/2005,487,20,6/1/2005,1,2/16/2006
547,5/28/2005,2065,506,6/6/2005,2,2/16/2006
548,5/28/2005,3704,450,6/5/2005,2,2/16/2006
549,5/28/2005,1818,159,6/2/2005,1,2/16/2006
550,5/28/2005,3632,432,6/6/2005,2,2/16/2006
551,5/28/2005,3119,315,6/2/2005,2,2/16/2006
552,5/28/2005,23,106,6/4/2005,2,2/16/2006
553,5/28/2005,1349,176,6/2/2005,2,2/16/2006
554,5/28/2005,1951,376,5/31/2005,2,2/16/2006
555,5/28/2005,4397,55,5/30/2005,2,2/16/2006
556,5/28/2005,1814,22,6/6/2005,2,2/16/2006
557,5/28/2005,158,444,6/3/2005,2,2/16/2006
558,5/28/2005,4163,442,6/6/2005,1,2/16/2006
559,5/28/2005,1227,572,6/5/2005,2,2/16/2006
560,5/28/2005,644,463,6/4/2005,2,2/16/2006
561,5/28/2005,928,77,6/5/2005,1,2/16/2006
562,5/28/2005,3390,102,6/2/2005,2,2/16/2006
563,5/28/2005,53,324,6/6/2005,1,2/16/2006
564,5/28/2005,2973,282,5/29/2005,1,2/16/2006
565,5/28/2005,1494,288,6/1/2005,1,2/16/2006
566,5/28/2005,4330,253,6/5/2005,1,2/16/2006
567,5/28/2005,3308,184,6/1/2005,2,2/16/2006
568,5/28/2005,2232,155,5/31/2005,1,2/16/2006
569,5/28/2005,4534,56,6/3/2005,2,2/16/2006
570,5/28/2005,1122,21,5/30/2005,1,2/16/2006
571,5/28/2005,4250,516,6/5/2005,1,2/16/2006
572,5/28/2005,1899,337,6/2/2005,2,2/16/2006
573,5/28/2005,4020,1,6/3/2005,1,2/16/2006
574,5/28/2005,3883,76,6/4/2005,1,2/16/2006
575,5/28/2005,4451,142,6/5/2005,1,2/16/2006
576,5/28/2005,1866,588,6/4/2005,2,2/16/2006
577,5/28/2005,375,6,6/1/2005,2,2/16/2006
578,5/28/2005,2938,173,6/2/2005,1,2/16/2006
579,5/28/2005,3481,181,6/2/2005,1,2/16/2006
580,5/28/2005,3515,17,6/1/2005,2,2/16/2006
581,5/28/2005,1380,186,6/4/2005,2,2/16/2006
582,5/28/2005,4579,198,5/29/2005,1,2/16/2006
583,5/28/2005,2679,386,6/4/2005,2,2/16/2006
584,5/28/2005,1833,69,6/1/2005,1,2/16/2006
585,5/28/2005,3544,490,6/3/2005,2,2/16/2006
586,5/28/2005,898,77,5/29/2005,1,2/16/2006
587,5/28/2005,1413,64,5/30/2005,2,2/16/2006
588,5/28/2005,95,89,5/29/2005,2,2/16/2006
589,5/28/2005,4231,308,6/3/2005,2,2/16/2006
590,5/28/2005,473,462,6/2/2005,1,2/16/2006
591,5/28/2005,377,19,5/29/2005,2,2/16/2006
592,5/28/2005,638,244,5/29/2005,1,2/16/2006
593,5/28/2005,1810,16,5/30/2005,2,2/16/2006
594,5/28/2005,2766,538,5/30/2005,1,2/16/2006
595,5/28/2005,595,294,6/5/2005,1,2/16/2006
596,5/28/2005,821,589,5/29/2005,1,2/16/2006
597,5/28/2005,4469,249,6/6/2005,2,2/16/2006
598,5/28/2005,599,159,6/3/2005,2,2/16/2006
599,5/28/2005,4136,393,6/1/2005,2,2/16/2006
600,5/28/2005,1567,332,6/3/2005,2,2/16/2006
601,5/28/2005,3225,429,6/4/2005,1,2/16/2006
602,5/28/2005,1300,590,6/5/2005,2,2/16/2006
603,5/28/2005,3248,537,5/29/2005,1,2/16/2006
604,5/28/2005,1585,426,6/3/2005,2,2/16/2006
605,5/28/2005,4232,501,6/1/2005,2,2/16/2006
606,5/28/2005,3509,299,6/4/2005,2,2/16/2006
607,5/28/2005,2561,554,5/30/2005,2,2/16/2006
608,5/28/2005,4254,494,6/4/2005,2,2/16/2006
609,5/28/2005,2944,150,6/5/2005,2,2/16/2006
610,5/28/2005,3642,500,6/2/2005,2,2/16/2006
611,5/28/2005,1230,580,5/31/2005,2,2/16/2006
612,5/28/2005,2180,161,5/30/2005,2,2/16/2006
613,5/28/2005,270,595,6/2/2005,1,2/16/2006
614,5/28/2005,280,307,6/4/2005,2,2/16/2006
615,5/28/2005,3397,533,6/3/2005,2,2/16/2006
616,5/28/2005,989,471,6/2/2005,1,2/16/2006
617,5/28/2005,4142,372,5/31/2005,2,2/16/2006
618,5/28/2005,4445,248,6/1/2005,1,2/16/2006
619,5/28/2005,2482,407,6/6/2005,2,2/16/2006
620,5/28/2005,2444,321,6/4/2005,1,2/16/2006
621,5/28/2005,1144,239,5/30/2005,1,2/16/2006
622,5/28/2005,2363,109,6/4/2005,1,2/16/2006
623,5/28/2005,1222,495,5/30/2005,1,2/16/2006
624,5/28/2005,3660,569,6/6/2005,1,2/16/2006
625,5/28/2005,2889,596,6/1/2005,1,2/16/2006
626,5/28/2005,452,584,6/1/2005,2,2/16/2006
627,5/28/2005,425,241,6/4/2005,2,2/16/2006
628,5/28/2005,2513,173,6/6/2005,2,2/16/2006
629,5/28/2005,1527,94,6/2/2005,2,2/16/2006
630,5/28/2005,1254,417,6/5/2005,2,2/16/2006
631,5/28/2005,2465,503,6/3/2005,2,2/16/2006
632,5/28/2005,1287,442,6/3/2005,1,2/16/2006
633,5/28/2005,58,360,6/3/2005,2,2/16/2006
634,5/28/2005,2630,428,6/5/2005,2,2/16/2006
635,5/28/2005,1648,42,6/6/2005,1,2/16/2006
636,5/28/2005,4213,239,6/4/2005,1,2/16/2006
637,5/28/2005,1581,250,5/29/2005,2,2/16/2006
638,5/28/2005,2685,372,6/2/2005,2,2/16/2006
639,5/28/2005,4204,198,5/29/2005,1,2/16/2006
640,5/28/2005,495,465,5/30/2005,1,2/16/2006
641,5/28/2005,3548,396,6/4/2005,1,2/16/2006
642,5/28/2005,140,157,6/1/2005,2,2/16/2006
643,5/28/2005,3105,240,5/31/2005,2,2/16/2006
644,5/28/2005,4304,316,6/4/2005,1,2/16/2006
645,5/28/2005,3128,505,6/5/2005,1,2/16/2006
646,5/28/2005,1922,185,5/31/2005,2,2/16/2006
647,5/28/2005,3435,569,6/1/2005,1,2/16/2006
648,5/28/2005,3476,253,6/3/2005,2,2/16/2006
649,5/28/2005,1781,197,6/5/2005,1,2/16/2006
650,5/28/2005,4384,281,5/29/2005,1,2/16/2006
651,5/28/2005,739,266,5/30/2005,1,2/16/2006
652,5/28/2005,1201,43,5/29/2005,2,2/16/2006
653,5/28/2005,126,327,6/4/2005,2,2/16/2006
654,5/28/2005,2312,23,5/30/2005,2,2/16/2006
655,5/28/2005,331,287,5/31/2005,2,2/16/2006
656,5/28/2005,2846,437,5/30/2005,1,2/16/2006
657,5/28/2005,848,65,6/1/2005,1,2/16/2006
658,5/28/2005,3226,103,6/6/2005,2,2/16/2006
659,5/28/2005,1382,207,5/31/2005,2,2/16/2006
660,5/28/2005,1414,578,5/30/2005,1,2/16/2006
661,5/28/2005,2247,51,6/2/2005,2,2/16/2006
662,5/28/2005,2968,166,6/1/2005,2,2/16/2006
663,5/28/2005,3997,176,6/2/2005,2,2/16/2006
664,5/28/2005,87,523,6/2/2005,2,2/16/2006
665,5/28/2005,1012,415,5/29/2005,1,2/16/2006
666,5/28/2005,3075,437,6/5/2005,2,2/16/2006
667,5/28/2005,797,596,5/31/2005,1,2/16/2006
668,5/28/2005,3528,484,5/29/2005,1,2/16/2006
669,5/28/2005,3677,313,6/3/2005,1,2/16/2006
670,5/28/2005,227,201,6/6/2005,2,2/16/2006
671,5/28/2005,1027,14,6/3/2005,2,2/16/2006
672,5/28/2005,697,306,6/6/2005,2,2/16/2006
673,5/28/2005,1769,468,6/1/2005,1,2/16/2006
674,5/28/2005,1150,87,6/1/2005,2,2/16/2006
675,5/28/2005,1273,338,6/1/2005,2,2/16/2006
676,5/28/2005,2329,490,5/29/2005,2,2/16/2006
677,5/28/2005,4558,194,6/5/2005,2,2/16/2006
678,5/28/2005,3741,269,6/3/2005,2,2/16/2006
679,5/28/2005,907,526,6/6/2005,2,2/16/2006
680,5/28/2005,4147,482,6/2/2005,2,2/16/2006
681,5/28/2005,3346,531,6/1/2005,1,2/16/2006
682,5/28/2005,3160,148,5/29/2005,2,2/16/2006
683,5/29/2005,2038,197,6/2/2005,1,2/16/2006
684,5/29/2005,3242,461,6/4/2005,2,2/16/2006
685,5/29/2005,1385,172,6/5/2005,2,2/16/2006
686,5/29/2005,2441,411,5/30/2005,1,2/16/2006
687,5/29/2005,1731,250,5/31/2005,1,2/16/2006
688,5/29/2005,4135,162,6/2/2005,1,2/16/2006
689,5/29/2005,742,571,6/3/2005,2,2/16/2006
690,5/29/2005,2646,85,6/6/2005,1,2/16/2006
691,5/29/2005,4034,433,6/7/2005,1,2/16/2006
692,5/29/2005,800,18,6/2/2005,2,2/16/2006
693,5/29/2005,635,190,6/3/2005,2,2/16/2006
694,5/29/2005,592,399,6/5/2005,1,2/16/2006
695,5/29/2005,4276,528,6/3/2005,1,2/16/2006
696,5/29/2005,2076,19,6/1/2005,1,2/16/2006
697,5/29/2005,3949,387,6/4/2005,2,2/16/2006
698,5/29/2005,1412,109,6/1/2005,1,2/16/2006
699,5/29/2005,130,246,6/4/2005,2,2/16/2006
700,5/29/2005,500,117,5/30/2005,1,2/16/2006
701,5/29/2005,372,112,6/3/2005,1,2/16/2006
702,5/29/2005,2556,475,5/30/2005,2,2/16/2006
703,5/29/2005,1123,269,6/3/2005,2,2/16/2006
704,5/29/2005,2628,330,6/6/2005,2,2/16/2006
705,5/29/2005,2809,257,5/30/2005,1,2/16/2006
706,5/29/2005,2278,60,6/4/2005,1,2/16/2006
707,5/29/2005,819,252,5/30/2005,1,2/16/2006
708,5/29/2005,3133,127,5/31/2005,2,2/16/2006
709,5/29/2005,2459,479,6/6/2005,1,2/16/2006
710,5/29/2005,194,518,6/3/2005,1,2/16/2006
711,5/29/2005,4581,215,5/31/2005,2,2/16/2006
712,5/29/2005,4191,313,5/30/2005,2,2/16/2006
713,5/29/2005,3664,507,6/7/2005,1,2/16/2006
714,5/29/2005,2010,452,6/1/2005,2,2/16/2006
715,5/29/2005,2030,545,6/5/2005,1,2/16/2006
716,5/29/2005,85,36,6/1/2005,2,2/16/2006
717,5/29/2005,1383,412,5/30/2005,2,2/16/2006
718,5/29/2005,1736,498,6/2/2005,1,2/16/2006
719,5/29/2005,267,245,6/1/2005,2,2/16/2006
720,5/29/2005,3687,480,6/6/2005,2,2/16/2006
721,5/29/2005,1116,44,5/31/2005,1,2/16/2006
722,5/29/2005,4540,259,6/6/2005,1,2/16/2006
723,5/29/2005,3407,309,5/30/2005,1,2/16/2006
724,5/29/2005,3770,416,6/5/2005,2,2/16/2006
725,5/29/2005,4088,245,6/3/2005,2,2/16/2006
726,5/29/2005,933,452,6/5/2005,2,2/16/2006
727,5/29/2005,1629,484,5/30/2005,1,2/16/2006
728,5/29/2005,242,551,6/3/2005,1,2/16/2006
729,5/29/2005,1688,323,6/4/2005,2,2/16/2006
730,5/29/2005,3473,197,6/6/2005,1,2/16/2006
731,5/29/2005,4124,5,5/30/2005,1,2/16/2006
732,5/29/2005,2530,447,5/30/2005,2,2/16/2006
733,5/29/2005,2951,363,6/5/2005,1,2/16/2006
734,5/29/2005,3084,538,6/3/2005,2,2/16/2006
735,5/29/2005,3421,454,6/7/2005,1,2/16/2006
736,5/29/2005,3689,276,6/5/2005,2,2/16/2006
737,5/29/2005,769,589,6/4/2005,2,2/16/2006
738,5/29/2005,2284,256,6/6/2005,2,2/16/2006
739,5/29/2005,1183,84,6/6/2005,2,2/16/2006
740,5/29/2005,600,89,6/4/2005,2,2/16/2006
741,5/29/2005,3189,495,6/4/2005,1,2/16/2006
742,5/29/2005,273,483,6/5/2005,1,2/16/2006
743,5/29/2005,2528,548,6/6/2005,2,2/16/2006
744,5/29/2005,3722,420,6/1/2005,2,2/16/2006
745,5/29/2005,581,152,6/1/2005,1,2/16/2006
746,5/29/2005,4272,130,6/2/2005,2,2/16/2006
747,5/29/2005,1993,291,6/5/2005,1,2/16/2006
748,5/29/2005,2803,7,6/3/2005,1,2/16/2006
749,5/29/2005,1146,375,5/31/2005,2,2/16/2006
750,5/29/2005,730,269,5/30/2005,1,2/16/2006
751,5/29/2005,2711,53,6/2/2005,1,2/16/2006
752,5/29/2005,1720,126,6/4/2005,1,2/16/2006
753,5/29/2005,1021,135,6/5/2005,2,2/16/2006
754,5/29/2005,734,281,6/4/2005,2,2/16/2006
755,5/29/2005,3090,576,6/1/2005,2,2/16/2006
756,5/29/2005,3152,201,6/4/2005,1,2/16/2006
757,5/29/2005,1067,435,6/7/2005,1,2/16/2006
758,5/29/2005,1191,563,6/1/2005,2,2/16/2006
759,5/29/2005,2367,179,6/7/2005,2,2/16/2006
760,5/29/2005,3250,77,6/2/2005,1,2/16/2006
761,5/29/2005,2342,58,6/3/2005,2,2/16/2006
762,5/29/2005,3683,146,6/6/2005,1,2/16/2006
763,5/29/2005,2022,50,5/31/2005,1,2/16/2006
764,5/29/2005,1069,149,5/31/2005,1,2/16/2006
765,5/29/2005,515,69,6/2/2005,1,2/16/2006
766,5/29/2005,2154,383,6/6/2005,1,2/16/2006
767,5/29/2005,687,67,6/2/2005,2,2/16/2006
768,5/29/2005,2895,566,6/7/2005,2,2/16/2006
769,5/29/2005,1523,575,6/1/2005,1,2/16/2006
770,5/29/2005,2491,405,6/7/2005,2,2/16/2006
771,5/29/2005,353,476,6/1/2005,2,2/16/2006
772,5/29/2005,3319,556,6/6/2005,1,2/16/2006
773,5/29/2005,245,563,6/7/2005,1,2/16/2006
774,5/29/2005,1188,575,6/1/2005,1,2/16/2006
775,5/29/2005,1197,124,5/30/2005,2,2/16/2006
776,5/29/2005,4339,113,6/3/2005,1,2/16/2006
777,5/29/2005,451,360,6/3/2005,2,2/16/2006
778,5/29/2005,1816,535,6/5/2005,1,2/16/2006
779,5/29/2005,533,105,6/6/2005,1,2/16/2006
780,5/29/2005,1919,300,6/6/2005,1,2/16/2006
781,5/29/2005,88,313,5/30/2005,1,2/16/2006
782,5/29/2005,2255,596,6/2/2005,2,2/16/2006
783,5/29/2005,3046,53,6/6/2005,2,2/16/2006
784,5/29/2005,2936,352,6/1/2005,2,2/16/2006
785,5/29/2005,39,72,5/30/2005,1,2/16/2006
786,5/29/2005,2637,439,6/7/2005,2,2/16/2006
787,5/29/2005,3919,27,6/7/2005,2,2/16/2006
788,5/29/2005,763,562,5/31/2005,1,2/16/2006
789,5/29/2005,708,553,6/6/2005,1,2/16/2006
790,5/29/2005,2858,593,6/2/2005,2,2/16/2006
791,5/29/2005,1554,284,6/1/2005,1,2/16/2006
792,5/29/2005,2841,261,5/31/2005,1,2/16/2006
793,5/29/2005,379,528,6/6/2005,2,2/16/2006
794,5/29/2005,1995,50,6/5/2005,1,2/16/2006
795,5/29/2005,609,551,6/1/2005,2,2/16/2006
796,5/29/2005,2697,26,6/3/2005,2,2/16/2006
797,5/29/2005,1446,244,6/3/2005,1,2/16/2006
798,5/29/2005,1102,134,6/1/2005,2,2/16/2006
799,5/29/2005,1713,429,6/5/2005,1,2/16/2006
800,5/29/2005,441,472,5/30/2005,1,2/16/2006
801,5/29/2005,1642,402,6/4/2005,2,2/16/2006
802,5/29/2005,785,350,5/31/2005,2,2/16/2006
803,5/29/2005,1602,32,5/30/2005,2,2/16/2006
804,5/29/2005,3909,171,6/6/2005,1,2/16/2006
805,5/29/2005,3132,232,6/7/2005,2,2/16/2006
806,5/29/2005,2386,435,5/31/2005,2,2/16/2006
807,5/29/2005,2195,235,6/3/2005,2,2/16/2006
808,5/29/2005,1928,104,6/6/2005,2,2/16/2006
809,5/29/2005,2114,222,6/5/2005,2,2/16/2006
810,5/29/2005,2533,346,6/4/2005,2,2/16/2006
811,5/29/2005,4419,401,6/2/2005,2,2/16/2006
812,5/29/2005,1099,225,5/30/2005,2,2/16/2006
813,5/29/2005,4554,344,6/5/2005,1,2/16/2006
814,5/29/2005,1572,134,6/7/2005,1,2/16/2006
815,5/29/2005,3757,14,6/3/2005,1,2/16/2006
816,5/29/2005,630,474,6/6/2005,2,2/16/2006
817,5/29/2005,186,554,5/31/2005,1,2/16/2006
818,5/29/2005,4106,321,6/2/2005,2,2/16/2006
819,5/29/2005,623,511,6/2/2005,2,2/16/2006
820,5/29/2005,2584,22,6/7/2005,2,2/16/2006
821,5/29/2005,3380,348,6/4/2005,1,2/16/2006
822,5/29/2005,2634,480,6/7/2005,1,2/16/2006
823,5/29/2005,3249,441,5/30/2005,1,2/16/2006
824,5/29/2005,3518,357,5/31/2005,1,2/16/2006
825,5/29/2005,712,371,6/4/2005,2,2/16/2006
826,5/29/2005,2263,207,6/8/2005,1,2/16/2006
827,5/29/2005,62,573,6/6/2005,1,2/16/2006
828,5/29/2005,2468,217,5/30/2005,1,2/16/2006
829,5/29/2005,1684,371,6/6/2005,1,2/16/2006
830,5/29/2005,3464,3,6/1/2005,1,2/16/2006
831,5/29/2005,3912,509,6/6/2005,1,2/16/2006
832,5/29/2005,1381,159,6/7/2005,2,2/16/2006
833,5/29/2005,2898,417,6/2/2005,1,2/16/2006
834,5/29/2005,3628,84,5/30/2005,2,2/16/2006
835,5/29/2005,299,381,6/2/2005,1,2/16/2006
836,5/29/2005,3140,368,5/31/2005,2,2/16/2006
837,5/30/2005,977,172,6/2/2005,2,2/16/2006
838,5/30/2005,2859,504,6/6/2005,2,2/16/2006
839,5/30/2005,1886,337,6/8/2005,1,2/16/2006
840,5/30/2005,4049,79,5/31/2005,2,2/16/2006
841,5/30/2005,4318,387,6/2/2005,1,2/16/2006
842,5/30/2005,2328,238,6/1/2005,1,2/16/2006
843,5/30/2005,2214,313,5/31/2005,2,2/16/2006
844,5/30/2005,536,429,6/1/2005,1,2/16/2006
845,5/30/2005,2001,72,6/7/2005,1,2/16/2006
846,5/30/2005,938,49,6/1/2005,2,2/16/2006
847,5/30/2005,4387,380,6/6/2005,2,2/16/2006
848,5/30/2005,1363,436,6/5/2005,1,2/16/2006
849,5/30/2005,2424,449,6/7/2005,1,2/16/2006
850,5/30/2005,2390,517,5/31/2005,1,2/16/2006
851,5/30/2005,2780,530,6/6/2005,1,2/16/2006
852,5/30/2005,1622,549,6/1/2005,1,2/16/2006
853,5/30/2005,3693,122,6/1/2005,1,2/16/2006
854,5/30/2005,921,369,6/1/2005,2,2/16/2006
855,5/30/2005,2527,406,6/3/2005,2,2/16/2006
856,5/30/2005,3969,53,6/7/2005,1,2/16/2006
857,5/30/2005,2569,204,6/2/2005,2,2/16/2006
858,5/30/2005,1258,358,6/1/2005,1,2/16/2006
859,5/30/2005,3032,79,6/2/2005,2,2/16/2006
860,5/30/2005,578,276,6/8/2005,1,2/16/2006
861,5/30/2005,3711,502,6/6/2005,1,2/16/2006
862,5/30/2005,1186,328,6/3/2005,1,2/16/2006
863,5/30/2005,3999,379,6/5/2005,2,2/16/2006
864,5/30/2005,2777,544,6/6/2005,1,2/16/2006
865,5/30/2005,3183,154,6/7/2005,2,2/16/2006
866,5/30/2005,2867,8,6/8/2005,1,2/16/2006
867,5/30/2005,3389,99,6/1/2005,1,2/16/2006
868,5/30/2005,3604,28,5/31/2005,1,2/16/2006
869,5/30/2005,3399,296,6/3/2005,2,2/16/2006
870,5/30/2005,2903,391,6/6/2005,1,2/16/2006
871,5/30/2005,4573,303,6/4/2005,2,2/16/2006
872,5/30/2005,3904,548,6/6/2005,1,2/16/2006
873,5/30/2005,4568,375,6/7/2005,2,2/16/2006
874,5/30/2005,363,52,6/1/2005,1,2/16/2006
875,5/30/2005,1428,326,6/6/2005,2,2/16/2006
876,5/30/2005,1471,339,6/7/2005,2,2/16/2006
877,5/30/2005,886,9,6/2/2005,1,2/16/2006
878,5/30/2005,4265,323,6/7/2005,1,2/16/2006
879,5/30/2005,4021,482,6/5/2005,2,2/16/2006
880,5/30/2005,1819,460,6/2/2005,2,2/16/2006
881,5/30/2005,602,242,6/2/2005,1,2/16/2006
882,5/30/2005,3841,477,6/2/2005,1,2/16/2006
883,5/30/2005,2271,399,6/7/2005,2,2/16/2006
884,5/30/2005,4079,17,5/31/2005,1,2/16/2006
885,5/30/2005,646,62,6/3/2005,2,2/16/2006
886,5/30/2005,4356,393,6/1/2005,2,2/16/2006
887,5/30/2005,2727,16,6/1/2005,2,2/16/2006
888,5/30/2005,387,128,6/6/2005,1,2/16/2006
889,5/30/2005,1299,114,5/31/2005,2,2/16/2006
890,5/30/2005,1464,349,6/1/2005,1,2/16/2006
891,5/30/2005,2611,391,6/8/2005,1,2/16/2006
892,5/30/2005,471,274,6/5/2005,1,2/16/2006
893,5/30/2005,3260,502,6/7/2005,2,2/16/2006
894,5/30/2005,1118,400,6/7/2005,1,2/16/2006
895,5/30/2005,2744,192,6/5/2005,1,2/16/2006
896,5/30/2005,2817,207,6/5/2005,2,2/16/2006
897,5/30/2005,1334,432,6/8/2005,1,2/16/2006
898,5/30/2005,3497,384,6/1/2005,2,2/16/2006
899,5/30/2005,1096,156,6/6/2005,2,2/16/2006
900,5/30/2005,3543,586,6/7/2005,1,2/16/2006
901,5/30/2005,760,259,6/2/2005,1,2/16/2006
902,5/30/2005,1514,561,6/7/2005,1,2/16/2006
903,5/30/2005,2423,197,6/3/2005,1,2/16/2006
904,5/30/2005,2466,44,6/5/2005,2,2/16/2006
905,5/30/2005,4372,50,6/6/2005,1,2/16/2006
906,5/30/2005,1862,549,6/7/2005,2,2/16/2006
907,5/30/2005,3320,506,6/2/2005,1,2/16/2006
908,5/30/2005,4427,85,6/3/2005,1,2/16/2006
909,5/30/2005,3775,486,6/8/2005,1,2/16/2006
910,5/30/2005,2601,374,6/4/2005,1,2/16/2006
911,5/30/2005,1404,366,6/7/2005,2,2/16/2006
912,5/30/2005,3200,390,5/31/2005,2,2/16/2006
913,5/30/2005,3213,369,6/7/2005,2,2/16/2006
914,5/30/2005,1393,596,6/4/2005,2,2/16/2006
915,5/30/2005,1859,115,6/2/2005,1,2/16/2006
916,5/30/2005,1290,6,5/31/2005,1,2/16/2006
917,5/30/2005,3629,385,6/2/2005,1,2/16/2006
918,5/30/2005,818,197,5/31/2005,2,2/16/2006
919,5/30/2005,4052,374,6/2/2005,2,2/16/2006
920,5/30/2005,3860,584,6/2/2005,2,2/16/2006
921,5/30/2005,1827,508,6/3/2005,2,2/16/2006
922,5/30/2005,2442,550,6/8/2005,2,2/16/2006
923,5/30/2005,1884,37,6/5/2005,1,2/16/2006
924,5/30/2005,3279,293,6/4/2005,1,2/16/2006
925,5/30/2005,3203,137,6/2/2005,2,2/16/2006
926,5/30/2005,4327,76,6/1/2005,2,2/16/2006
927,5/30/2005,1158,167,5/31/2005,2,2/16/2006
928,5/30/2005,246,79,6/5/2005,2,2/16/2006
929,5/30/2005,4296,536,6/6/2005,1,2/16/2006
930,5/30/2005,2835,141,6/4/2005,2,2/16/2006
931,5/30/2005,3384,421,5/31/2005,1,2/16/2006
932,5/30/2005,719,198,5/31/2005,2,2/16/2006
933,5/30/2005,3672,66,6/1/2005,1,2/16/2006
934,5/30/2005,3595,60,6/8/2005,2,2/16/2006
